Organism,ToL ID,INSDC ID,Common Name,Current status,External references
Thelaira solivaga,idTheSoli1,PRJEB57307,-,Assemblies - Submitted,https://tolqc.cog.sanger.ac.uk/darwin/insects/Thelaira-solivaga;
Monopis laevigella,"ilMonLaev1, ilMonLaev2, ilMonLaev3, ilMonLaev4, ilMonLaev5",PRJEB56367,Skin Moth,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=691988&result=taxon&taxonomy=ncbi#Monopis laevigella;https://tolqc.cog.sanger.ac.uk/darwin/insects/Monopis-laevigella;
Barbus barbus,"fBarBab2, fBarBab1",PRJEB51448,barbel,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=40830&result=taxon&taxonomy=ncbi#Barbus barbus;https://tolqc.cog.sanger.ac.uk/darwin/fish/Barbus-barbus;
Marasmarcha lunaedactyla,"ilMarLuna2, ilMarLuna1",PRJEB47463,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1594453&result=taxon&taxonomy=ncbi#Marasmarcha lunaedactyla;https://tolqc.cog.sanger.ac.uk/darwin/insects/Marasmarcha-lunaedactyla;
Udea olivalis,"ilUdeOliv1, ilUdeOliv2",PRJEB56566,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1002971&result=taxon&taxonomy=ncbi#Udea olivalis;https://tolqc.cog.sanger.ac.uk/darwin/insects/Udea-olivalis;
Herminia tarsipennalis,ilHerTari1,PRJEB53680,Fan-foot,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=987440&result=taxon&taxonomy=ncbi#Herminia tarsipennalis;https://tolqc.cog.sanger.ac.uk/darwin/insects/Herminia-tarsipennalis;
Hipparchia semele,"ilHipSeme1, ilHipSeme2",PRJEB50723,rock grayling,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=111912&result=taxon&taxonomy=ncbi#Hipparchia semele;https://tolqc.cog.sanger.ac.uk/darwin/insects/Hipparchia-semele;
Misopates orontium,daMisOron1,PRJEB50873,Weasel's-snout,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=102599&result=taxon&taxonomy=ncbi#Misopates orontium;https://tolqc.cog.sanger.ac.uk/darwin/dicots/Misopates-orontium;
Alsophila aescularia,ilAlsAesc1,PRJEB54802,March Moth,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=104486&result=taxon&taxonomy=ncbi#Alsophila aescularia;https://tolqc.cog.sanger.ac.uk/darwin/insects/Alsophila-aescularia;
Piscicola geometra,wrPisGeom1,PRJEB52862,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=60958&result=taxon&taxonomy=ncbi#Piscicola geometra;https://tolqc.cog.sanger.ac.uk/darwin/annelids/Piscicola-geometra;
Acleris sparsana,"ilAclSpar1, ilAclSpar2",PRJEB47308,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=758717&result=taxon&taxonomy=ncbi#Acleris sparsana;https://tolqc.cog.sanger.ac.uk/darwin/insects/Acleris-sparsana;
Acleris literana,ilAclLite1,PRJEB55018,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1100899&result=taxon&taxonomy=ncbi#Acleris literana;https://tolqc.cog.sanger.ac.uk/darwin/insects/Acleris-literana;
Lampropteryx suffumata,"ilLamSuff1, ilLamSuff2",PRJEB58347,Water Carpet,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=934945&result=taxon&taxonomy=ncbi#Lampropteryx suffumata;https://tolqc.cog.sanger.ac.uk/darwin/insects/Lampropteryx-suffumata;
Conistra vaccinii,"ilConVacc1, ilConVacc2, ilConVacc3",PRJEB57659,Chestnut,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=706635&result=taxon&taxonomy=ncbi#Conistra vaccinii;https://tolqc.cog.sanger.ac.uk/darwin/insects/Conistra-vaccinii;
Eupithecia insigniata,ilEupInsi1,PRJEB57271,-,Assemblies - Submitted,https://tolqc.cog.sanger.ac.uk/darwin/insects/Eupithecia-insigniata;
Drymonia ruficornis,ilDryRufi1,PRJEB57275,-,Assemblies - Submitted,https://tolqc.cog.sanger.ac.uk/darwin/insects/Drymonia-ruficornis;
Nomada fucata,"iyNomFuca1, iyNomFuca2",PRJEB58231,Painted Nomad Bee,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=481570&result=taxon&taxonomy=ncbi#Nomada fucata;https://tolqc.cog.sanger.ac.uk/darwin/insects/Nomada-fucata;
Lithophane ornitopus,"ilLitOrni1, ilLitOrni2",PRJEB58423,Grey Shoulder-knot,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=987973&result=taxon&taxonomy=ncbi#Lithophane ornitopus;https://tolqc.cog.sanger.ac.uk/darwin/insects/Lithophane-ornitopus;
Acleris cristana,"ilAclCris2, ilAclCris1",PRJEB58658,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=758705&result=taxon&taxonomy=ncbi#Acleris cristana;https://tolqc.cog.sanger.ac.uk/darwin/insects/Acleris-cristana;
Linaria vulgaris,daLinVulg1,PRJEB50866,common toadflax,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=43171&result=taxon&taxonomy=ncbi#Linaria vulgaris;https://tolqc.cog.sanger.ac.uk/darwin/dicots/Linaria-vulgaris;
Dicycla oo,ilDicOoxx1,PRJEB58345,Heart Moth,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1858094&result=taxon&taxonomy=ncbi#Dicycla oo;https://tolqc.cog.sanger.ac.uk/darwin/insects/Dicycla-oo;
Patella depressa,"xgPatDepr1, xgPatDepr2",PRJEB45655,Black-footed Limpet,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=87960&result=taxon&taxonomy=ncbi#Patella depressa;https://tolqc.cog.sanger.ac.uk/darwin/molluscs/Patella-depressa;
Chenopodium album,dcCheAlbu1,PRJEB58229,Fat-hen,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=3559&result=taxon&taxonomy=ncbi#Chenopodium album;https://tolqc.cog.sanger.ac.uk/darwin/dicots/Chenopodium-album;
Lunularia cruciata,"cmLunCruc6, cmLunCruc7, cmLunCruc8, cmLunCruc9, cmLunCruc10, cmLunCruc11, cmLunCruc12, cmLunCruc13, cmLunCruc27, cmLunCruc28, cmLunCruc29, cmLunCruc30, cmLunCruc31, cmLunCruc32, cmLunCruc33, cmLunCruc34, cmLunCruc35, cmLunCruc36, cmLunCruc37, cmLunCruc14, cmLunCruc15, cmLunCruc16, cmLunCruc17, cmLunCruc18, cmLunCruc19, cmLunCruc20, cmLunCruc21, cmLunCruc22, cmLunCruc23, cmLunCruc24, cmLunCruc25, cmLunCruc26",PRJEB57425,Crescent-cup Liverwort,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=56931&result=taxon&taxonomy=ncbi#Lunularia cruciata;https://tolqc.cog.sanger.ac.uk/darwin/non-vascular-plants/Lunularia-cruciata;
Conomelus anceps,"ihConAnce1, ihConAnce2, ihConAnce3, ihConAnce4, ihConAnce5",PRJEB58255,-,Assemblies - Submitted,https://tolqc.cog.sanger.ac.uk/darwin/insects/Conomelus-anceps;
Chrysoperla carnea,inChrCarn1,PRJEB43790,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=189513&result=taxon&taxonomy=ncbi#Chrysoperla carnea;https://tolqc.cog.sanger.ac.uk/darwin/insects/Chrysoperla-carnea;https://wellcomeopenresearch.org/articles/6-334/v1
Malus sylvestris,"drMalSylv1, drMalSylv2, drMalSylv3, drMalSylv4, drMalSylv5, drMalSylv6, drMalSylv8, drMalSylv9, drMalSylv10, drMalSylv11, drMalSylv12, drMalSylv13, drMalSylv14, drMalSylv15, drMalSylv16, drMalSylv17, drMalSylv18, drMalSylv19, drMalSylv20, drMalSylv21, drMalSylv22, drMalSylv23, drMalSylv24, drMalSylv25, drMalSylv26, drMalSylv27, drMalSylv28, drMalSylv29, drMalSylv30, drMalSylv31, drMalSylv32, drMalSylv33, drMalSylv34, drMalSylv35, drMalSylv36, drMalSylv37, drMalSylv38, drMalSylv39, drMalSylv40, drMalSylv41, drMalSylv42, drMalSylv43, drMalSylv44, drMalSylv45, drMalSylv46, drMalSylv47, drMalSylv48, drMalSylv49, drMalSylv50, drMalSylv51, drMalSylv52, drMalSylv53, drMalSylv54, drMalSylv55, drMalSylv56, drMalSylv57, drMalSylv58, drMalSylv59, drMalSylv60, drMalSylv61, drMalSylv62, drMalSylv63, drMalSylv64, drMalSylv65, drMalSylv66, drMalSylv67, drMalSylv68, drMalSylv69, drMalSylv70, drMalSylv71, drMalSylv72, drMalSylv73, drMalSylv74, drMalSylv75, drMalSylv76, drMalSylv77, drMalSylv78, drMalSylv79, drMalSylv80, drMalSylv81, drMalSylv82, drMalSylv83, drMalSylv84, drMalSylv85, drMalSylv86, drMalSylv7",PRJEB47302,Crab Apple,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=3752&result=taxon&taxonomy=ncbi#Malus sylvestris;https://tolqc.cog.sanger.ac.uk/darwin/dicots/Malus-sylvestris;https://wellcomeopenresearch.s3.amazonaws.com/manuscripts/20675/740ad616-8203-4512-806c-f1e77a337a64_18645%20-%20Tree%20of%20Life%20Team%20Sanger.html
Cheilosia urbana,"idCheUrba1, idCheUrba2",PRJEB54804,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=173985&result=taxon&taxonomy=ncbi#Cheilosia urbana;https://tolqc.cog.sanger.ac.uk/darwin/insects/Cheilosia-urbana;
Aplidium turbinatum,kaAplTurb1,PRJEB45152,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=2771288&result=taxon&taxonomy=ncbi#Aplidium turbinatum;https://tolqc.cog.sanger.ac.uk/darwin/chordates/Aplidium-turbinatum;https://wellcomeopenresearch.org/articles/7-106/v1
Cervus elaphus,mCerEla1,PRJEB45134,red deer,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=9860&result=taxon&taxonomy=ncbi#Cervus elaphus;https://tolqc.cog.sanger.ac.uk/darwin/mammals/Cervus-elaphus;https://wellcomeopenresearch.org/articles/6-336/v1
Clusia tigrina,"idCluTigr2, idCluTigr1",PRJEB46837,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=576317&result=taxon&taxonomy=ncbi#Clusia tigrina;https://tolqc.cog.sanger.ac.uk/darwin/insects/Clusia-tigrina;
Nemoura dubitans,"ipNemDubi2, ipNemDubi1",PRJEB46835,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=2014036&result=taxon&taxonomy=ncbi#Nemoura dubitans;https://tolqc.cog.sanger.ac.uk/darwin/insects/Nemoura-dubitans;
Cheilosia pagana,"idChePaga1, idChePaga2",PRJEB51464,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=273407&result=taxon&taxonomy=ncbi#Cheilosia pagana;https://tolqc.cog.sanger.ac.uk/darwin/insects/Cheilosia-pagana;
Xestia c-nigrum,"ilXesCnig2, ilXesCnig1",PRJEB46287,spotted cutworm,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=987431&result=taxon&taxonomy=ncbi#Xestia c-nigrum;https://tolqc.cog.sanger.ac.uk/darwin/insects/Xestia-c-nigrum;https://wellcomeopenresearch.s3.amazonaws.com/manuscripts/20635/b09f395f-4f9b-4381-af80-c588b9b2f1e6_18608%20-%20Tree%20of%20Life%20Team%20Sanger.html
Lepidonotus clava,wpLepClav1,PRJEB50781,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1210411&result=taxon&taxonomy=ncbi#Lepidonotus clava;https://tolqc.cog.sanger.ac.uk/darwin/annelids/Lepidonotus-clava;https://wellcomeopenresearch.s3.amazonaws.com/manuscripts/20693/26e10fd1-5690-48c3-9eb0-5aee2b94bec3_18660%20-%20Tree%20of%20Life%20Team%20Sanger.html
Meta bourneti,qqMetBour1,PRJEB48585,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1926196&result=taxon&taxonomy=ncbi#Meta bourneti;https://tolqc.cog.sanger.ac.uk/darwin/arthropods/Meta-bourneti;https://wellcomeopenresearch.s3.amazonaws.com/manuscripts/20667/a3430a8d-0a94-4d95-9ba4-a3a71a0445de_18638%20-%20Tree%20of%20Life%20Team%20Sanger.html
Apoderus coryli,icApoCory1,PRJEB45101,hazel leaf roller,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=201766&result=taxon&taxonomy=ncbi#Apoderus coryli;https://tolqc.cog.sanger.ac.uk/darwin/insects/Apoderus-coryli;https://wellcomeopenresearch.org/articles/6-315/v1
Metschnikowia zobellii,"gsMetZobe3, gsMetZobe1, gsMetZobe2, gsMetZobe4, gsMetZobe5, gsMetZobe6, gsMetZobe7, gsMetZobe8, gsMetZobe9, gsMetZobe10, gsMetZobe11, gsMetZobe12, gsMetZobe13",PRJEB52021,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=27328&result=taxon&taxonomy=ncbi#Metschnikowia zobellii;https://tolqc.cog.sanger.ac.uk/darwin/fungi/Metschnikowia-zobellii;
Alitta virens,wpAliVire1,PRJEB50785,King Ragworm,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=880429&result=taxon&taxonomy=ncbi#Alitta virens;https://tolqc.cog.sanger.ac.uk/darwin/annelids/Alitta-virens;
Cantharis rufa,"icCanRufa1, icCanRufa2",PRJEB56057,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=350087&result=taxon&taxonomy=ncbi#Cantharis rufa;https://tolqc.cog.sanger.ac.uk/darwin/insects/Cantharis-rufa;
Acrocera orbiculus,"idAcrOrbc1, idAcrOrbc2, idAcrOrbc3",PRJEB55973,Top-horned Hunchback,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=210248&result=taxon&taxonomy=ncbi#Acrocera orbiculus;https://tolqc.cog.sanger.ac.uk/darwin/insects/Acrocera-orbiculus;
Polietes domitor,"idPolDomi1, idPolDomi2",PRJEB55491,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=2866287&result=taxon&taxonomy=ncbi#Polietes domitor;https://tolqc.cog.sanger.ac.uk/darwin/insects/Polietes-domitor;
Harmothoe impar,"wpHarImpa1, wpHarImpa2, wpHarImpa3, wpHarImpa4, wpHarImpa5, wpHarImpa6, wpHarImpa7",PRJEB53238,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=46595&result=taxon&taxonomy=ncbi#Harmothoe impar;https://tolqc.cog.sanger.ac.uk/darwin/annelids/Harmothoe-impar;
Pulicaria dysenterica,daPulDyse1,PRJEB50476,Common Fleabane,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=56535&result=taxon&taxonomy=ncbi#Pulicaria dysenterica;https://tolqc.cog.sanger.ac.uk/darwin/dicots/Pulicaria-dysenterica;
Nymphula nitidulata,"ilNymNiti2, ilNymNiti1",PRJEB55336,Beautiful China-mark,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1594316&result=taxon&taxonomy=ncbi#Nymphula nitidulata;https://tolqc.cog.sanger.ac.uk/darwin/insects/Nymphula-nitidulata;
Trichoderma pseudokoningii,grTriPseu1,PRJEB52582,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=317029&result=taxon&taxonomy=ncbi#Trichoderma pseudokoningii;https://tolqc.cog.sanger.ac.uk/darwin/fungi/Trichoderma-pseudokoningii;
Amphipoea lucens,"ilAmpLuce1, ilAmpLuce2, ilAmpLuce3, ilAmpLuce4, ilAmpLuce5, ilAmpLuce6",PRJEB55797,-,Assemblies - Submitted,https://tolqc.cog.sanger.ac.uk/darwin/insects/Amphipoea-lucens;
Lumbricus rubellus,"wcLumRube6, wcLumRube7, wcLumRube8, wcLumRube1, wcLumRube2, wcLumRube3, wcLumRube4, wcLumRube5",PRJEB53405,humus earthworm,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=35632&result=taxon&taxonomy=ncbi#Lumbricus rubellus;https://tolqc.cog.sanger.ac.uk/darwin/annelids/Lumbricus-rubellus;
Eulithis testata,"ilEulTest5, ilEulTest3, ilEulTest1, ilEulTest2, ilEulTest4",PRJEB55880,-,Assemblies - Submitted,https://tolqc.cog.sanger.ac.uk/darwin/insects/Eulithis-testata;
Diloba caeruleocephala,ilDilCaer1,PRJEB57679,-,Assemblies - Submitted,https://tolqc.cog.sanger.ac.uk/darwin/insects/Diloba-caeruleocephala;
Saturnia pavonia,ilSatPavo1,PRJEB57273,emperor moth,Assemblies - Submitted,https://tolqc.cog.sanger.ac.uk/darwin/insects/Saturnia-pavonia;
Rhytidiadelphus loreus,"cbRhyLore5, cbRhyLore1, cbRhyLore2",PRJEB47678,Little Shaggy-moss,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=28468&result=taxon&taxonomy=ncbi#Rhytidiadelphus loreus;https://tolqc.cog.sanger.ac.uk/darwin/non-vascular-plants/Rhytidiadelphus-loreus;
Taurulus bubalis,fTauBub2,PRJEB45100,Sea Scorpion,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=61643&result=taxon&taxonomy=ncbi#Taurulus bubalis;https://tolqc.cog.sanger.ac.uk/darwin/fish/Taurulus-bubalis;https://wellcomeopenresearch.org/articles/6-299/v1
Nephrocerus scutellatus,idNepScut1,PRJEB55888,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=566305&result=taxon&taxonomy=ncbi#Nephrocerus scutellatus;https://tolqc.cog.sanger.ac.uk/darwin/insects/Nephrocerus-scutellatus;
Solanum dulcamara,daSolDulc1,PRJEB47298,Bittersweet,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=45834&result=taxon&taxonomy=ncbi#Solanum dulcamara;https://tolqc.cog.sanger.ac.uk/darwin/dicots/Solanum-dulcamara;
Nephrotoma appendiculata,"idNepAppe1, idNepAppe2",PRJEB55030,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=2741127&result=taxon&taxonomy=ncbi#Nephrotoma appendiculata;https://tolqc.cog.sanger.ac.uk/darwin/insects/Nephrotoma-appendiculata;
Euplexia lucipara,ilEupLuci1,PRJEB46838,Small Angle Shades,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=987933&result=taxon&taxonomy=ncbi#Euplexia lucipara;https://tolqc.cog.sanger.ac.uk/darwin/insects/Euplexia-lucipara;
Harmonia axyridis,icHarAxyr1,PRJEB45165,Harlequin Ladybird,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=115357&result=taxon&taxonomy=ncbi#Harmonia axyridis;https://tolqc.cog.sanger.ac.uk/darwin/insects/Harmonia-axyridis;https://wellcomeopenresearch.org/articles/6-300/v1
Sicus ferrugineus,"idSicFerr2, idSicFerr3, idSicFerr4, idSicFerr1",PRJEB48113,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1219204&result=taxon&taxonomy=ncbi#Sicus ferrugineus;https://tolqc.cog.sanger.ac.uk/darwin/insects/Sicus-ferrugineus;https://wellcomeopenresearch.org/articles/7-91/v1
Eudonia lacustrata,"ilEudLacu3, ilEudLacu4, ilEudLacu1, ilEudLacu2",PRJEB56734,Little Grey,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1100991&result=taxon&taxonomy=ncbi#Eudonia lacustrata;https://tolqc.cog.sanger.ac.uk/darwin/insects/Eudonia-lacustrata;
Lycia hirtaria,ilLycHirt1,PRJEB56732,Brindled Beauty,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=326963&result=taxon&taxonomy=ncbi#Lycia hirtaria;https://tolqc.cog.sanger.ac.uk/darwin/insects/Lycia-hirtaria;
Neoitamus cyanurus,idNeoCyan1,PRJEB55593,Common Awl Robberfly,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=468767&result=taxon&taxonomy=ncbi#Neoitamus cyanurus;https://tolqc.cog.sanger.ac.uk/darwin/insects/Neoitamus-cyanurus;
Tenthredo distinguenda,"iyTenDist1, iyTenDist2",PRJEB55568,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1385102&result=taxon&taxonomy=ncbi#Tenthredo distinguenda;https://tolqc.cog.sanger.ac.uk/darwin/insects/Tenthredo-distinguenda;
Marthasterias glacialis,"eaMarGlac1, eaMarGlac2",PRJEB45098,spiny starfish,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=7609&result=taxon&taxonomy=ncbi#Marthasterias glacialis;https://tolqc.cog.sanger.ac.uk/darwin/echinoderms/Marthasterias-glacialis;https://wellcomeopenresearch.org/articles/6-295/v1
Synanthedon vespiformis,ilSynVesp1,PRJEB46841,Yellow-legged Clearwing,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1660703&result=taxon&taxonomy=ncbi#Synanthedon vespiformis;https://tolqc.cog.sanger.ac.uk/darwin/insects/Synanthedon-vespiformis;https://wellcomeopenresearch.org/articles/7-233/v1
Geum urbanum,drGeuUrba1,PRJEB48839,Wood Avens,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=57919&result=taxon&taxonomy=ncbi#Geum urbanum;https://tolqc.cog.sanger.ac.uk/darwin/dicots/Geum-urbanum;
Ballota nigra,daBalNigr1,PRJEB47665,Black Horehound,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=194200&result=taxon&taxonomy=ncbi#Ballota nigra;https://tolqc.cog.sanger.ac.uk/darwin/dicots/Ballota-nigra;
Platycnemis pennipes,"ioPlaPenn1, ioPlaPenn2, ioPlaPenn3, ioPlaPenn4, ioPlaPenn5",PRJEB50872,White-legged Damselfly,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=126231&result=taxon&taxonomy=ncbi#Platycnemis pennipes;https://tolqc.cog.sanger.ac.uk/darwin/insects/Platycnemis-pennipes;
Sphaerophoria taeniata,idSphTaen1,PRJEB51159,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=2735243&result=taxon&taxonomy=ncbi#Sphaerophoria taeniata;https://tolqc.cog.sanger.ac.uk/darwin/insects/Sphaerophoria-taeniata;
Dryobota labecula,ilDryLabe1,PRJEB57677,-,Assemblies - Submitted,https://tolqc.cog.sanger.ac.uk/darwin/insects/Dryobota-labecula;
Xylocampa areola,"ilXylAreo2, ilXylAreo1",PRJEB50729,Early Grey,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1870430&result=taxon&taxonomy=ncbi#Xylocampa areola;https://tolqc.cog.sanger.ac.uk/darwin/insects/Xylocampa-areola;https://wellcomeopenresearch.s3.amazonaws.com/manuscripts/20696/cd4ceb16-aafd-44f0-aa56-29931dbab35d_18663%20-%20Tree%20of%20Life%20Team%20Sanger.html
Achlya flavicornis,"ilAchFlav1, ilAchFlav2",PRJEB56907,-,Assemblies - Submitted,https://tolqc.cog.sanger.ac.uk/darwin/insects/Achlya-flavicornis;
Polymixis lichenea,"ilPolLich1, ilPolLich2",PRJEB59080,-,Assemblies - Submitted,https://tolqc.cog.sanger.ac.uk/darwin/insects/Polymixis-lichenea;
Xanthorhoe spadicearia,ilXanSpad1,PRJEB55720,Red Twin-spot Carpet,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=934904&result=taxon&taxonomy=ncbi#Xanthorhoe spadicearia;https://tolqc.cog.sanger.ac.uk/darwin/insects/Xanthorhoe-spadicearia;
Hofmannophila pseudospretella,"ilHofPseu2, ilHofPseu1, ilHofPseu3",PRJEB56488,Brown House-moth,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=572861&result=taxon&taxonomy=ncbi#Hofmannophila pseudospretella;https://tolqc.cog.sanger.ac.uk/darwin/insects/Hofmannophila-pseudospretella;
Aelia acuminata,"ihAelAcum6, ihAelAcum3, ihAelAcum4, ihAelAcum5, ihAelAcum2, ihAelAcum1",PRJEB45166,Bishop's Mitre,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1511221&result=taxon&taxonomy=ncbi#Aelia acuminata;https://tolqc.cog.sanger.ac.uk/darwin/insects/Aelia-acuminata;https://wellcomeopenresearch.org/articles/6-320/v1
Tortricodes alternella,"ilTorAlte1, ilTorAlte2",PRJEB57277,-,Assemblies - Submitted,https://tolqc.cog.sanger.ac.uk/darwin/insects/Tortricodes-alternella;
Thumatha senex,ilThuSene1,PRJEB59088,Round-winged Muslin,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=997290&result=taxon&taxonomy=ncbi#Thumatha senex;https://tolqc.cog.sanger.ac.uk/darwin/insects/Thumatha-senex;
Oligia latruncula,"ilOliLatr1, ilOliLatr2",PRJEB58957,-,Assemblies - Submitted,https://tolqc.cog.sanger.ac.uk/darwin/insects/Oligia-latruncula;
Cydia amplana,ilCydAmpl1,PRJEB58925,-,Assemblies - Submitted,https://tolqc.cog.sanger.ac.uk/darwin/insects/Cydia-amplana;
Eilema sororcula,ilEilSoro1,PRJEB46265,Orange Footman,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=987424&result=taxon&taxonomy=ncbi#Eilema sororcula;https://tolqc.cog.sanger.ac.uk/darwin/insects/Eilema-sororcula;
Nycteola revayana,"ilNycReva1, ilNycReva2",PRJEB55449,Oak Nycteoline,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=988004&result=taxon&taxonomy=ncbi#Nycteola revayana;https://tolqc.cog.sanger.ac.uk/darwin/insects/Nycteola-revayana;
Protonemura montana,"ipProMont4, ipProMont6, ipProMont5, ipProMont3, ipProMont2, ipProMont1",PRJEB56616,-,Assemblies - Submitted,https://tolqc.cog.sanger.ac.uk/darwin/insects/Protonemura-montana;
Eugnorisma glareosa,"ilEugGlar5, ilEugGlar1, ilEugGlar2, ilEugGlar3, ilEugGlar4, ilEugGlar6, ilEugGlar7",PRJEB57883,-,Assemblies - Submitted,https://tolqc.cog.sanger.ac.uk/darwin/insects/Eugnorisma-glareosa;
Electrophaes corylata,ilEleCory1,PRJEB56049,Broken-barred Carpet,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=934936&result=taxon&taxonomy=ncbi#Electrophaes corylata;https://tolqc.cog.sanger.ac.uk/darwin/insects/Electrophaes-corylata;
Lagria hirta,"icLagHirt1, icLagHirt2, icLagHirt3",PRJEB55603,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=296003&result=taxon&taxonomy=ncbi#Lagria hirta;https://tolqc.cog.sanger.ac.uk/darwin/insects/Lagria-hirta;
Clistopyga incitator,iyCliInci1,PRJEB55728,-,Assemblies - Submitted,https://tolqc.cog.sanger.ac.uk/darwin/insects/Clistopyga-incitator;
Philonthus cognatus,"icPhiCogn1, icPhiCogn2",PRJEB50779,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=346820&result=taxon&taxonomy=ncbi#Philonthus cognatus;https://tolqc.cog.sanger.ac.uk/darwin/insects/Philonthus-cognatus;
Poecilobothrus nobilitatus,"idPoeNobi1, idPoeNobi2",PRJEB55890,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=369887&result=taxon&taxonomy=ncbi#Poecilobothrus nobilitatus;https://tolqc.cog.sanger.ac.uk/darwin/insects/Poecilobothrus-nobilitatus;
Cydia strobilella,"ilCydStro1, ilCydStro2, ilCydStro3, ilCydStro4, ilCydStro5, ilCydStro6",PRJEB57681,-,Assemblies - Submitted,https://tolqc.cog.sanger.ac.uk/darwin/insects/Cydia-strobilella;
Sphinx pinastri,ilSphPina1,PRJEB56125,Pine Hawk-moth,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=987436&result=taxon&taxonomy=ncbi#Sphinx pinastri;https://tolqc.cog.sanger.ac.uk/darwin/insects/Sphinx-pinastri;
