reference	reference_length	protid	sequence.length	TM_v_query	organism.scientificName	organism.commonName	organism.lineage	proportion_of_reference
Q96LT7	481	A0A3Q2G0F5	462	0.9607	Cyprinodon variegatus	Sheepshead minnow	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Atherinomorphae', 'Cyprinodontiformes', 'Cyprinodontidae', 'Cyprinodon']	0.9604989604989606
Q96LT7	481	A0A3Q2ZXR4	462	0.9551	Kryptolebias marmoratus	Mangrove killifish	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Atherinomorphae', 'Cyprinodontiformes', 'Rivulidae', 'Kryptolebias']	0.9604989604989606
Q96LT7	481	A0A3Q7MNK9	481	0.9562	Callorhinus ursinus	Northern fur seal	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Otariidae', 'Callorhinus']	1
Q96LT7	481	A0A3Q7SQ84	481	0.9717	Vulpes vulpes	Red fox	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Canidae', 'Vulpes']	1
Q96LT7	481	A0A401T1V9	531	0.9084	Chiloscyllium punctatum	Brownbanded bambooshark	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Chondrichthyes', 'Elasmobranchii', 'Galeomorphii', 'Galeoidea', 'Orectolobiformes', 'Hemiscylliidae', 'Chiloscyllium']	1.1039501039501038
Q96LT7	481	A0A437CYB6	482	0.9127	Oryzias javanicus	Javanese ricefish	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Atherinomorphae', 'Beloniformes', 'Adrianichthyidae', 'Oryziinae', 'Oryzias']	1.002079002079002
Q96LT7	481	A0A444U0J5	415	0.9621	Acipenser ruthenus	Sterlet sturgeon	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Chondrostei', 'Acipenseriformes', 'Acipenseridae', 'Acipenser']	0.8627858627858628
Q96LT7	481	A0A4D9ET67	481	0.9586	Platysternon megacephalum	big-headed turtle	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Testudinata', 'Testudines', 'Cryptodira', 'Durocryptodira', 'Testudinoidea', 'Platysternidae', 'Platysternon']	1
Q96LT7	481	A0A4U1F0Z0	498	0.9808	Monodon monoceros	Narwhal	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Whippomorpha', 'Cetacea', 'Odontoceti', 'Monodontidae', 'Monodon']	1.0353430353430353
Q96LT7	481	A0A4U5VDT7	462	0.933	Collichthys lucidus	Big head croaker	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Sciaenidae', 'Collichthys']	0.9604989604989606
Q96LT7	481	A0A4W3HM76	461	0.955	Callorhinchus milii	Ghost shark	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Chondrichthyes', 'Holocephali', 'Chimaeriformes', 'Callorhinchidae', 'Callorhinchus']	0.9584199584199584
Q96LT7	481	A0A4W6FBK1	462	0.9542	Lates calcarifer	Barramundi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Carangaria', 'Carangaria incertae sedis', 'Centropomidae', 'Lates']	0.9604989604989606
Q96LT7	481	A0A4X1ULK9	700	0.9752	Sus scrofa	Pig	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Suina', 'Suidae', 'Sus']	1.4553014553014554
Q96LT7	481	A0A4X1ULM5	481	0.9893	Sus scrofa	Pig	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Suina', 'Suidae', 'Sus']	1
Q96LT7	481	A0A4Z2BHG9	511	0.9152	Takifugu bimaculatus	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Tetraodontiformes', 'Tetradontoidea', 'Tetraodontidae', 'Takifugu']	1.0623700623700623
Q96LT7	481	A0A553N521	492	0.9229	Danionella translucida	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Danionidae', 'Danioninae', 'Danionella']	1.022869022869023
Q96LT7	481	A0A5A9P7D5	462	0.955	Triplophysa tibetana	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Nemacheilidae', 'Triplophysa']	0.9604989604989606
Q96LT7	481	A0A5C6P348	551	0.9137	Takifugu flavidus	sansaifugu	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Tetraodontiformes', 'Tetradontoidea', 'Tetraodontidae', 'Takifugu']	1.1455301455301454
Q96LT7	481	A0A5E4BRW8	481	0.9882	Marmota monax	Woodchuck	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Sciuromorpha', 'Sciuridae', 'Xerinae', 'Marmotini', 'Marmota']	1
Q96LT7	481	A0A5N4E8P1	559	0.9473	Camelus dromedarius	Dromedary	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Tylopoda', 'Camelidae', 'Camelus']	1.162162162162162
Q96LT7	481	A0A5N4E948	536	0.9508	Camelus dromedarius	Dromedary	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Tylopoda', 'Camelidae', 'Camelus']	1.1143451143451144
Q96LT7	481	A0A670K149	849	0.8627	Podarcis muralis	Wall lizard	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Laterata', 'Lacertibaenia', 'Lacertidae', 'Podarcis']	1.7650727650727651
Q96LT7	481	A0A671NBN9	462	0.939	Sinocyclocheilus anshuiensis	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Cyprininae', 'Sinocyclocheilus']	0.9604989604989606
Q96LT7	481	A0A672MI12	337	0.8749	Sinocyclocheilus grahami	Dianchi golden-line fish	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Cyprininae', 'Sinocyclocheilus']	0.7006237006237006
Q96LT7	481	A0A672MMW2	463	0.957	Sinocyclocheilus grahami	Dianchi golden-line fish	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Cyprininae', 'Sinocyclocheilus']	0.9625779625779626
Q96LT7	481	A0A672S675	462	0.9628	Sinocyclocheilus grahami	Dianchi golden-line fish	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Cyprininae', 'Sinocyclocheilus']	0.9604989604989606
Q96LT7	481	A0A673IZ58	462	0.9628	Sinocyclocheilus rhinocerous	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Cyprininae', 'Sinocyclocheilus']	0.9604989604989606
Q96LT7	481	A0A673LBQ6	462	0.9645	Sinocyclocheilus rhinocerous	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Cyprininae', 'Sinocyclocheilus']	0.9604989604989606
Q96LT7	481	A0A674H7K9	481	0.9898	Taeniopygia guttata	Zebra finch	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Estrildidae', 'Estrildinae', 'Taeniopygia']	1
Q96LT7	481	A0A6A4TDH4	493	0.9177	Scophthalmus maximus	Turbot	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Carangaria', 'Pleuronectiformes', 'Pleuronectoidei', 'Scophthalmidae', 'Scophthalmus']	1.024948024948025
Q96LT7	481	A0A6D2WCS7	481	0.9559	Pan troglodytes	Chimpanzee	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Primates', 'Haplorrhini', 'Catarrhini', 'Hominidae', 'Pan']	1
Q96LT7	481	A0A6D2WMC5	481	0.9596	Pongo abelii	Sumatran orangutan	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Primates', 'Haplorrhini', 'Catarrhini', 'Hominidae', 'Pongo']	1
Q96LT7	481	A0A6F9BGX9	449	0.9513	Coregonus sp. 'balchen'	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Protacanthopterygii', 'Salmoniformes', 'Salmonidae', 'Coregoninae', 'Coregonus']	0.9334719334719335
Q96LT7	481	A0A6G0IEJ6	504	0.9179	Larimichthys crocea	Large yellow croaker	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Sciaenidae', 'Larimichthys']	1.0478170478170479
Q96LT7	481	A0A6G1QH67	462	0.9566	Channa argus	northern snakehead	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Anabantaria', 'Anabantiformes', 'Channoidei', 'Channidae', 'Channa']	0.9604989604989606
Q96LT7	481	A0A6I8S8R3	467	0.9737	Xenopus tropicalis	Western clawed frog	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Silurana']	0.9708939708939709
Q96LT7	481	A0A6I9X4F6	480	0.9761	Thamnophis sirtalis	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Serpentes', 'Colubroidea', 'Colubridae', 'Natricinae', 'Thamnophis']	0.997920997920998
Q96LT7	481	A0A6J0D2J5	481	0.9529	Peromyscus maniculatus bairdii	Prairie deer mouse	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Cricetidae', 'Neotominae', 'Peromyscus']	1
Q96LT7	481	A0A6J0TU25	481	0.9556	Pogona vitticeps	central bearded dragon	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Iguania', 'Acrodonta', 'Agamidae', 'Amphibolurinae', 'Pogona']	1
Q96LT7	481	A0A6J0TW55	494	0.9791	Pogona vitticeps	central bearded dragon	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Iguania', 'Acrodonta', 'Agamidae', 'Amphibolurinae', 'Pogona']	1.027027027027027
Q96LT7	481	A0A6J0VRE7	481	0.9532	Odocoileus virginianus texanus	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Cervidae', 'Odocoileinae', 'Odocoileus']	1
Q96LT7	481	A0A6J1UAP2	481	0.9708	Notechis scutatus	mainland tiger snake	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Serpentes', 'Colubroidea', 'Elapidae', 'Acanthophiinae', 'Notechis']	1
Q96LT7	481	A0A6J2F0P7	481	0.9528	Zalophus californianus	California sealion	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Otariidae', 'Zalophus']	1
Q96LT7	481	A0A6J2LM05	481	0.987	Phyllostomus discolor	pale spear-nosed bat	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Microchiroptera', 'Phyllostomidae', 'Phyllostominae', 'Phyllostomus']	1
Q96LT7	481	A0A6J2S507	462	0.9523	Cottoperca gobio	Frogmouth	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Perciformes', 'Notothenioidei', 'Bovichtidae', 'Cottoperca']	0.9604989604989606
Q96LT7	481	A0A6J2V7N6	462	0.9586	Chanos chanos	Milkfish	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Gonorynchiformes', 'Chanidae', 'Chanos']	0.9604989604989606
Q96LT7	481	A0A6J3AJR8	481	0.972	Vicugna pacos	Alpaca	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Tylopoda', 'Camelidae', 'Vicugna']	1
Q96LT7	481	A0A6J3EKM1	461	0.9814	Aythya fuligula	Tufted duck	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Galloanserae', 'Anseriformes', 'Anatidae', 'Aythyinae', 'Aythya']	0.9584199584199584
Q96LT7	481	A0A6J8AQP2	479	0.8596	Mytilus coruscus	Sea mussel	['Eukaryota', 'Metazoa', 'Spiralia', 'Lophotrochozoa', 'Mollusca', 'Bivalvia', 'Autobranchia', 'Pteriomorphia', 'Mytilida', 'Mytiloidea', 'Mytilidae', 'Mytilinae', 'Mytilus']	0.9958419958419958
Q96LT7	481	A0A6P3FFL0	481	0.9606	Octodon degus	Degu	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Hystricomorpha', 'Octodontidae', 'Octodon']	1
Q96LT7	481	A0A6P3IIF9	481	0.9696	Bison bison bison	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Bovinae', 'Bison']	1
Q96LT7	481	A0A6P3W343	466	0.9517	Clupea harengus	Atlantic herring	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Clupei', 'Clupeiformes', 'Clupeoidei', 'Clupeidae', 'Clupea']	0.9688149688149689
Q96LT7	481	A0A6P3W3I0	465	0.9267	Clupea harengus	Atlantic herring	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Clupei', 'Clupeiformes', 'Clupeoidei', 'Clupeidae', 'Clupea']	0.9667359667359667
Q96LT7	481	A0A6P4U3F5	501	0.9414	Panthera pardus	Leopard	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Felidae', 'Pantherinae', 'Panthera']	1.0415800415800416
Q96LT7	481	A0A6P4U6U3	500	0.974	Panthera pardus	Leopard	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Felidae', 'Pantherinae', 'Panthera']	1.0395010395010396
Q96LT7	481	A0A6P4YP48	458	0.8696	Branchiostoma belcheri	Amphioxus	['Eukaryota', 'Metazoa', 'Chordata', 'Cephalochordata', 'Leptocardii', 'Amphioxiformes', 'Branchiostomatidae', 'Branchiostoma']	0.9521829521829522
Q96LT7	481	A0A6P5J5Q0	481	0.9787	Phascolarctos cinereus	Koala	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Metatheria', 'Diprotodontia', 'Phascolarctidae', 'Phascolarctos']	1
Q96LT7	481	A0A6P6F3Q5	435	0.9343	Octodon degus	Degu	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Hystricomorpha', 'Octodontidae', 'Octodon']	0.9043659043659044
Q96LT7	481	A0A6P6F4G8	442	0.9263	Octodon degus	Degu	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Hystricomorpha', 'Octodontidae', 'Octodon']	0.918918918918919
Q96LT7	481	A0A6P6L5U9	462	0.9663	Carassius auratus	Goldfish	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Cyprininae', 'Carassius']	0.9604989604989606
Q96LT7	481	A0A6P6QLW3	447	0.9543	Carassius auratus	Goldfish	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Cyprininae', 'Carassius']	0.9293139293139293
Q96LT7	481	A0A6P6QME8	462	0.9648	Carassius auratus	Goldfish	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Cyprininae', 'Carassius']	0.9604989604989606
Q96LT7	481	A0A6P7HJK8	462	0.9644	Parambassis ranga	Indian glassy fish	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Ambassidae', 'Parambassis']	0.9604989604989606
Q96LT7	481	A0A6P7LIL4	462	0.9718	Betta splendens	Siamese fighting fish	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Anabantaria', 'Anabantiformes', 'Anabantoidei', 'Osphronemidae', 'Betta']	0.9604989604989606
Q96LT7	481	A0A6P7QTN2	481	0.9756	Mus caroli	Ryukyu mouse	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Muridae', 'Murinae', 'Mus', 'Mus']	1
Q96LT7	481	A0A6P7XBZ9	461	0.9742	Microcaecilia unicolor	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Gymnophiona', 'Siphonopidae', 'Microcaecilia']	0.9584199584199584
Q96LT7	481	A0A6P8NXB0	461	0.9541	Geotrypetes seraphini	Gaboon caecilian	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Gymnophiona', 'Geotrypetes']	0.9584199584199584
Q96LT7	481	A0A6P8TPA2	470	0.8827	Gymnodraco acuticeps	Antarctic dragonfish	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Perciformes', 'Notothenioidei', 'Bathydraconidae', 'Gymnodraco']	0.9771309771309772
Q96LT7	481	A0A6P8UIH7	522	0.8796	Gymnodraco acuticeps	Antarctic dragonfish	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Perciformes', 'Notothenioidei', 'Bathydraconidae', 'Gymnodraco']	1.0852390852390852
Q96LT7	481	A0A6P9B9Q4	481	0.9724	Pantherophis guttatus	Corn snake	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Serpentes', 'Colubroidea', 'Colubridae', 'Colubrinae', 'Pantherophis']	1
Q96LT7	481	A0A7E6DEH6	442	0.9374	Phyllostomus discolor	pale spear-nosed bat	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Microchiroptera', 'Phyllostomidae', 'Phyllostominae', 'Phyllostomus']	0.918918918918919
Q96LT7	481	A0A7J5Y743	411	0.9172	Dissostichus mawsoni	Antarctic cod	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Perciformes', 'Notothenioidei', 'Nototheniidae', 'Dissostichus']	0.8544698544698545
Q96LT7	481	A0A7J6B5E1	433	0.9485	Ameiurus melas	Black bullhead	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Siluriformes', 'Ictaluridae', 'Ameiurus']	0.9002079002079002
Q96LT7	481	A0A7J6CE94	462	0.9446	Onychostoma macrolepis	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Acrossocheilinae', 'Onychostoma']	0.9604989604989606
Q96LT7	481	A0A7J7EAY9	481	0.957	Diceros bicornis minor	South-central black rhinoceros	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Perissodactyla', 'Rhinocerotidae', 'Diceros']	1
Q96LT7	481	A0A7J7VP37	420	0.9888	Rhinolophus ferrumequinum	Greater horseshoe bat	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Microchiroptera', 'Rhinolophidae', 'Rhinolophinae', 'Rhinolophus']	0.8731808731808732
Q96LT7	481	A0A7J7VPA2	373	0.855	Rhinolophus ferrumequinum	Greater horseshoe bat	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Microchiroptera', 'Rhinolophidae', 'Rhinolophinae', 'Rhinolophus']	0.7754677754677755
Q96LT7	481	A0A7J7VPW0	384	0.9389	Rhinolophus ferrumequinum	Greater horseshoe bat	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Microchiroptera', 'Rhinolophidae', 'Rhinolophinae', 'Rhinolophus']	0.7983367983367984
Q96LT7	481	A0A7J7W2A4	425	0.9618	Pipistrellus kuhlii	Kuhl's pipistrelle	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Microchiroptera', 'Vespertilionidae', 'Pipistrellus']	0.8835758835758836
